crm:P2_has_type,dcterms:subject,dcterms:identifier,schema:position,dcterms:type,schema:artMedium,schema:color,schema:depth,schema:itemCondition,schema:material,schema:status,schema:measurementMethod,schema:hasMeasurement,schema:observationDate,dcterms:abstract,crm:P106i_forms_part_of,dcterms:isReferencedBy,dcterms:source,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,dcterms:title,schema:artform,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,crm:P4_has_time-span,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_036,coupeXXX.5bc03,Couche de vernis,,rouge§red,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_037,coupeXXX.5bc04,Couche de vernis,,brun§light brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_038,coupeXXX.6Ac02,Assiette,monocouche,brun§brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,6cff2ab8-27c2-4607-afd5-f27bb056f851_039,coupeXXX.6Ac03,Couche picturale,monocouche,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_040,coupeXXX.6Ac04,Couche de vernis,,gris§brownish grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,6cff2ab8-27c2-4607-afd5-f27bb056f851_041,coupeXXX.6Bc02,Couche picturale,multicouche c02 and c03 are linked§seem like one layer§they have the same composition      &lt;I have to check the other icons for the same comment&gt;,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life  ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,6cff2ab8-27c2-4607-afd5-f27bb056f851_042,coupeXXX.6Bc03,Couche picturale,multicouche c02 and c03 are linked§seem like one layer§have the same composition      &lt;I have to check the other icons for the same comment&gt;,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life  ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_043,coupeXXX.6Bc04,Couche de vernis,,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_044,coupeXXX.6Bc05,Couche de vernis,,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche préparatoire,,6cff2ab8-27c2-4607-afd5-f27bb056f851_045,between preparation and color layers,Tracé préparatoire,,red and black,,,,,,,,"Black color and thin brush : sketch for head, features of the face, hair, hands, outer garment phelonion, epitrachelion, epigonation - Red color : sketch for inner garment sticharion, omophorion, outline of right ear - Also, sketch was used for outline of Saint Nicholas figure, folds, shadows of folds   &lt;please correct the grammaire, it's the only thing I will never learn how to do correctly&gt; ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche préparatoire,,6cff2ab8-27c2-4607-afd5-f27bb056f851_046,incised on ground layer,Tracé préparatoire,After the colored sketch§some parts of it were incised with a fine§sharp object. Also a double etching was made with a compass to outline the bust of Christ in the epigonation.,,,,,,,,,"Incised sketch : used for the outline of the figure on the border with  the golden background, the border between the outer garment phelonion and the omophorion, the basic shadows of the folds of the phelonion and the outline of the gospel. The double etching of Saint Nicholas's halo is subsequent. No incised sketch was found inside the face and the hands of the figure. ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche préparatoire,,6cff2ab8-27c2-4607-afd5-f27bb056f851_047,incised on ground layer,Tracé préparatoire,,,,,,,,,,"The preparatory sketch is solely incised, is shallow enough and therefore barely distinguishable.",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_048,between preparatory sketch and golden leaf,Assiette,,,,,,,,,,It only remains at very few places some places around the head and the hand of Saint Nicholas,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_049,onto bole and mordant,Feuille métallique,,,,,,,,,,It only remains at very few places some places around the head and the hand of Saint Nicholas. by ,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_050,between painting layer and golden leaf,Mixtion,,,,,,,,,,It was placed with a thin brush onto the color layers.,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_051,between mordant and varnish,Feuille métallique,,,,,,,,,,Decoration of Saint Nicholas's garments and of gospel. ,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_052,between color layers and varnish layer,Poudre métallique,,,,,,,,,,The gilded decorations were probably made with gold powder mixed with an adhesive in fluid form.  ,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,6cff2ab8-27c2-4607-afd5-f27bb056f851_053,,Assiette,,,,,,,,,,"The painter of the scenes of Saint Nicholas's life probably Michael Damaskinos in order to unify these scenes with the depiction of Saints Nicholas, scratched the golden background of the original icon and after he prepared the surface with a ground layer, he gilded it all over again, using a red bole. ",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Support,,6cff2ab8-27c2-4607-afd5-f27bb056f851_054,,,,,,,,,,,,,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,6cff2ab8-27c2-4607-afd5-f27bb056f851_055,between ground layer and varnish/metal decoration,Couche picturale,,,,,,,,,,"Seven pigments identified : lead white, carbon black, hematite, vermillon/cinnabar, red lac dye, yellow ocher, green earth. Proplasmos: thin and translucent layers, wide brushstrokes of various directions and different thicknesess, mostly horizontal at face, vertical or diagonal at garments and green ground, sometimes extremely sparse and thin that the ground layer is visible. Red phelonion outer garment : the direction and width of the brushstrokes of the proplasmos is captured, which is then covered with a thin layer of red lac. Bright tones : always two, either sparse and translucent layers, or individual brushstrokes. Pink tones : at face and hands follow the shape of the bright volumes-shapes, they end up in circular, combed or pointed lines or crossing lines fading smoothly. At garments in limited areas with addition of white pigment in the proplasmos, either as single tone of denser color or as distinct brushstrokes. White highlights : few, solid brushstrokes with noticeable volume.     &lt;I wrote everything I could and you can decide what you want to keep&gt;",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,6cff2ab8-27c2-4607-afd5-f27bb056f851_056,,Couche picturale,,,,,,,,,,"PIgments identified: yellow ocher, carbon black, lead white, vermillon/cinnabar, hematite, indigo, calcium carbonate. Proplasmos: thick, solid color layers. Bright tones and highlights: even thicker layers, possible use of an oil along with egg tempera tempera grassa.",6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche préparatoire,,6cff2ab8-27c2-4607-afd5-f27bb056f851_057,entre le bois et les couches colorées,Préparation,,écru,,,,,,,,Only coupeXXX.5a and coupeXXX.5b contain carbon black ,6cff2ab8-27c2-4607-afd5-f27bb056f851,,,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 3,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche préparatoire,,214498c6-82f6-4d22-87ef-f39116e13bda_001,entre le bois et les couches colorées,Préparation,monocouche,blanc§écru &lt,,,,,,,,Only coupeXXX.3a contain carbon black ,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche préparatoire,,214498c6-82f6-4d22-87ef-f39116e13bda_002,coupeXXX.3cc02,Tracé préparatoire,monocouche,rouge,fin,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_003,coupeXXX.3cc03,Couche picturale,superposition,brun§brown,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_004,coupeXXX.3cc04,Couche picturale,superposition,blanc§off-white,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_005,coupeXXX.3cc05,Rehaut,superposition,blanc§off-white,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_006,coupeXXX.5c02,Sous-couche,superposition,rouge§red,,,,,,,,First layer of the proplasmos,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_007,coupeXXX.5c03,Couche picturale,superposition,rouge§puple red,,,,,,,,Second layer of the proplasmos,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_008,coupeXXX.5c04,Couche picturale,superposition,pink,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_009,coupeXXX.8c02,Couche picturale§Préparation,monocouche,dark green,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_010,coupeXXX.11c02,Couche picturale,superposition,blanc§greyish white,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_011,coupeXXX.11c03,Couche picturale,superposition,blanc§white,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_012,coupeXXX.11c04,Couche picturale,superposition,rouge§red,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Décor,,214498c6-82f6-4d22-87ef-f39116e13bda_013,coupeXXX.11c05,Mixtion,,,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Décor,,214498c6-82f6-4d22-87ef-f39116e13bda_014,coupeXXX.11c06,Décor métallique,superposition,,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_015,coupeXXX.1bc02,Assiette,,brun§reddish brown,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_016,coupeXXX.1bc03,Couche picturale,monocouche,jaune§reddish yellow,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_017,coupeXXX.1bc04,Couche de vernis,,gris§grey,,,,,,,,"Original varnish layer, probably sandarac, but there is a doubt",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
