dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,dcterms:date,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
Saint Jacques,peinture,,Calvet 22872,Musée du Petit Palais Avignon,"43.949317,4.805528",4e quart du 15e siècle - 4e quart du 15e siècle,1476§1500,,,,Nicola di Maestro Antonio d'Ancona,,,,,,,,,,,,,e45cd813-08d0-4949-9936-2e8ff6906eb3_004§e45cd813-08d0-4949-9936-2e8ff6906eb3_005§e45cd813-08d0-4949-9936-2e8ff6906eb3_006§e45cd813-08d0-4949-9936-2e8ff6906eb3_007§e45cd813-08d0-4949-9936-2e8ff6906eb3_008§e45cd813-08d0-4949-9936-2e8ff6906eb3_009§e45cd813-08d0-4949-9936-2e8ff6906eb3_010§e45cd813-08d0-4949-9936-2e8ff6906eb3_011§e45cd813-08d0-4949-9936-2e8ff6906eb3_012,e45cd813-08d0-4949-9936-2e8ff6906eb3_001§e45cd813-08d0-4949-9936-2e8ff6906eb3_002§e45cd813-08d0-4949-9936-2e8ff6906eb3_003,"Nicola di Maestro Antonio d'Ancona , de, Saint Jacques, peinture (4e quart du 15e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/e45cd813-08d0-4949-9936-2e8ff6906eb3§https://www.pop.culture.gouv.fr/notice/joconde/000PE012662,e45cd813-08d0-4949-9936-2e8ff6906eb3,Philomène Renard,22/02/2002,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/e45cd813-08d0-4949-9936-2e8ff6906eb3,https://agorha.inha.fr/ark:/54721/ed24e44c-8f63-4770-aa51-9f0bb4b27188/doc/0a502799-b672-4d21-9f34-83c2e5673f78/original.jpg
"Le Calvaire avec sainte Catherine, saint François, saint Barthélemy et un saint évêque",peinture,,MI 370,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle,1301§1400,,,,"Bonsi, Giovanni",,,,,,,,,,,,,91dbb609-4789-4c7e-a7de-37c78f08d932_004§91dbb609-4789-4c7e-a7de-37c78f08d932_005§91dbb609-4789-4c7e-a7de-37c78f08d932_006§91dbb609-4789-4c7e-a7de-37c78f08d932_007§91dbb609-4789-4c7e-a7de-37c78f08d932_008§91dbb609-4789-4c7e-a7de-37c78f08d932_009§91dbb609-4789-4c7e-a7de-37c78f08d932_010§91dbb609-4789-4c7e-a7de-37c78f08d932_011§91dbb609-4789-4c7e-a7de-37c78f08d932_012§91dbb609-4789-4c7e-a7de-37c78f08d932_013§91dbb609-4789-4c7e-a7de-37c78f08d932_014§91dbb609-4789-4c7e-a7de-37c78f08d932_015§91dbb609-4789-4c7e-a7de-37c78f08d932_016§91dbb609-4789-4c7e-a7de-37c78f08d932_017§91dbb609-4789-4c7e-a7de-37c78f08d932_018§91dbb609-4789-4c7e-a7de-37c78f08d932_019§91dbb609-4789-4c7e-a7de-37c78f08d932_020§91dbb609-4789-4c7e-a7de-37c78f08d932_021§91dbb609-4789-4c7e-a7de-37c78f08d932_022§91dbb609-4789-4c7e-a7de-37c78f08d932_023§91dbb609-4789-4c7e-a7de-37c78f08d932_024§91dbb609-4789-4c7e-a7de-37c78f08d932_025§91dbb609-4789-4c7e-a7de-37c78f08d932_026,91dbb609-4789-4c7e-a7de-37c78f08d932_001§91dbb609-4789-4c7e-a7de-37c78f08d932_002§91dbb609-4789-4c7e-a7de-37c78f08d932_003,"Bonsi, Giovanni , de, Le Calvaire avec sainte Catherine, saint François, saint Barthélemy et un saint évêque, peinture (14e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/91dbb609-4789-4c7e-a7de-37c78f08d932§https://collections.louvre.fr/ark:/53355/cl010053446§https://www.pop.culture.gouv.fr/notice/joconde/000PE012504,91dbb609-4789-4c7e-a7de-37c78f08d932,RETIF - Philomène Renard (La fabrique matérielle du visuel),07/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/91dbb609-4789-4c7e-a7de-37c78f08d932,https://agorha.inha.fr/ark:/54721/cf406e95-b9e6-4709-82a0-f8b569d699f2/doc/9e8ae461-4c26-444d-818b-11de4be598e2/original.jpg
La Vierge et l'Enfant avec le petit saint Jean-Baptiste,peinture,,INV 20172,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",4e quart du 15e siècle - 1er quart du 16e siècle,1476§1525,,Toscane,"43.41667,11",Maestro del Tondo di Greenville,,,,,,,,,,,,,4057c35b-ab81-43b0-b089-6b220faf4e1a_004§4057c35b-ab81-43b0-b089-6b220faf4e1a_005§4057c35b-ab81-43b0-b089-6b220faf4e1a_006§4057c35b-ab81-43b0-b089-6b220faf4e1a_007§4057c35b-ab81-43b0-b089-6b220faf4e1a_008§4057c35b-ab81-43b0-b089-6b220faf4e1a_009§4057c35b-ab81-43b0-b089-6b220faf4e1a_010§4057c35b-ab81-43b0-b089-6b220faf4e1a_011§4057c35b-ab81-43b0-b089-6b220faf4e1a_012§4057c35b-ab81-43b0-b089-6b220faf4e1a_013§4057c35b-ab81-43b0-b089-6b220faf4e1a_014,4057c35b-ab81-43b0-b089-6b220faf4e1a_001§4057c35b-ab81-43b0-b089-6b220faf4e1a_002§4057c35b-ab81-43b0-b089-6b220faf4e1a_003,"Maestro del Tondo di Greenville , de, La Vierge et l'Enfant avec le petit saint Jean-Baptiste, peinture (4e quart du 15e siècle - 1er quart du 16e siècle)§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/4057c35b-ab81-43b0-b089-6b220faf4e1a§https://collections.louvre.fr/ark:/53355/cl010053708§https://www.pop.culture.gouv.fr/notice/joconde/000PE012766,4057c35b-ab81-43b0-b089-6b220faf4e1a,RETIF - Philomène Renard (La fabrique matérielle du visuel),12/05/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/4057c35b-ab81-43b0-b089-6b220faf4e1a,https://agorha.inha.fr/ark:/54721/629ba237-6d78-47d1-93f3-3c31f6a21810/doc/467613e9-e19e-46c8-9bc8-6297043f5fa5/original.jpg
L'Ange de l' Annonciation,peinture§panneau de polyptyque,,MI 449,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1480,1475§1485,,Ombrie,"43,12.5",Niccolò da Foligno,,,,,,,,,,,,,7e8903f4-70d3-4a71-a623-2f7b55242018_004§7e8903f4-70d3-4a71-a623-2f7b55242018_005§7e8903f4-70d3-4a71-a623-2f7b55242018_006§7e8903f4-70d3-4a71-a623-2f7b55242018_007§7e8903f4-70d3-4a71-a623-2f7b55242018_008§7e8903f4-70d3-4a71-a623-2f7b55242018_009§7e8903f4-70d3-4a71-a623-2f7b55242018_010§7e8903f4-70d3-4a71-a623-2f7b55242018_011§7e8903f4-70d3-4a71-a623-2f7b55242018_012§7e8903f4-70d3-4a71-a623-2f7b55242018_013§7e8903f4-70d3-4a71-a623-2f7b55242018_014,7e8903f4-70d3-4a71-a623-2f7b55242018_001§7e8903f4-70d3-4a71-a623-2f7b55242018_002§7e8903f4-70d3-4a71-a623-2f7b55242018_003,"Niccolò da Foligno , de, L'Ange de l' Annonciation, peinture (Vers 1480 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/7e8903f4-70d3-4a71-a623-2f7b55242018§https://collections.louvre.fr/ark:/53355/cl010053752§https://www.pop.culture.gouv.fr/notice/joconde/000PE012664,7e8903f4-70d3-4a71-a623-2f7b55242018,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/7e8903f4-70d3-4a71-a623-2f7b55242018,https://agorha.inha.fr/ark:/54721/5dc5b1f5-da18-433d-885c-e6cf71bfa552/doc/64e461d8-c43e-4d63-8ea5-9b0a00bcb8bc/original.jpg
La Vierge et l'Enfant,peinture,,INV 20208,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",2e moitié du 15e siècle - 2e moitié du 15e siècle,1451§1500,,Ombrie,"43,12.5","Caporali, Bartolomeo",,,,,,,,,,,,,15e7206f-ca4d-4475-80b4-333ead97b083_004§15e7206f-ca4d-4475-80b4-333ead97b083_005§15e7206f-ca4d-4475-80b4-333ead97b083_006§15e7206f-ca4d-4475-80b4-333ead97b083_007§15e7206f-ca4d-4475-80b4-333ead97b083_008§15e7206f-ca4d-4475-80b4-333ead97b083_009§15e7206f-ca4d-4475-80b4-333ead97b083_010§15e7206f-ca4d-4475-80b4-333ead97b083_011§15e7206f-ca4d-4475-80b4-333ead97b083_012§15e7206f-ca4d-4475-80b4-333ead97b083_013§15e7206f-ca4d-4475-80b4-333ead97b083_014,15e7206f-ca4d-4475-80b4-333ead97b083_001§15e7206f-ca4d-4475-80b4-333ead97b083_002§15e7206f-ca4d-4475-80b4-333ead97b083_003,"Caporali, Bartolomeo 1420 - Vers 1505, de, La Vierge et l'Enfant, peinture (2e moitié du 15e siècle)§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/15e7206f-ca4d-4475-80b4-333ead97b083§https://collections.louvre.fr/ark:/53355/cl010053474§https://www.pop.culture.gouv.fr/notice/joconde/000PE012513,15e7206f-ca4d-4475-80b4-333ead97b083,Laclotte,12/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/15e7206f-ca4d-4475-80b4-333ead97b083,https://agorha.inha.fr/ark:/54721/205a868f-6f7f-4747-b2eb-d99150f0ac8c/doc/c72d11dd-0099-4f05-8886-1bad6e863e12/original.jpg
Le Christ de Pitié§Ecce homo§Christ au sépulcre,peinture,,INV 20251,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1325,1320§1330,,,,"Baronzio, Giovanni§Giotto§inventorié comme§Maître de la Nativité de la collection Parry",,,Maître de l'Adoration des mages de la collection Parry,,,,,,,,,,4d23d53e-a56f-472f-aee6-0ebb2671e04e_004§4d23d53e-a56f-472f-aee6-0ebb2671e04e_005§4d23d53e-a56f-472f-aee6-0ebb2671e04e_006§4d23d53e-a56f-472f-aee6-0ebb2671e04e_007§4d23d53e-a56f-472f-aee6-0ebb2671e04e_008§4d23d53e-a56f-472f-aee6-0ebb2671e04e_009§4d23d53e-a56f-472f-aee6-0ebb2671e04e_010§4d23d53e-a56f-472f-aee6-0ebb2671e04e_011§4d23d53e-a56f-472f-aee6-0ebb2671e04e_012§4d23d53e-a56f-472f-aee6-0ebb2671e04e_014§4d23d53e-a56f-472f-aee6-0ebb2671e04e_015§4d23d53e-a56f-472f-aee6-0ebb2671e04e_016§4d23d53e-a56f-472f-aee6-0ebb2671e04e_017§4d23d53e-a56f-472f-aee6-0ebb2671e04e_018§4d23d53e-a56f-472f-aee6-0ebb2671e04e_019§4d23d53e-a56f-472f-aee6-0ebb2671e04e_020§4d23d53e-a56f-472f-aee6-0ebb2671e04e_021§4d23d53e-a56f-472f-aee6-0ebb2671e04e_022,4d23d53e-a56f-472f-aee6-0ebb2671e04e_001§4d23d53e-a56f-472f-aee6-0ebb2671e04e_002§4d23d53e-a56f-472f-aee6-0ebb2671e04e_003§4d23d53e-a56f-472f-aee6-0ebb2671e04e_013,"Baronzio, Giovanni - Avant 1362, de, Le Christ de Pitié, peinture (Vers 1325 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/4d23d53e-a56f-472f-aee6-0ebb2671e04e§https://collections.louvre.fr/ark:/53355/cl010053660§https://www.pop.culture.gouv.fr/notice/joconde/000PE012595,4d23d53e-a56f-472f-aee6-0ebb2671e04e,RETIF - Philomène Renard (La fabrique matérielle du visuel),03/02/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/4d23d53e-a56f-472f-aee6-0ebb2671e04e,https://agorha.inha.fr/ark:/54721/56feb651-84bf-4598-8526-ddb85783a9ad/doc/94e7c711-0666-4125-9023-b655c6b7a1c9/original.jpg
La Vierge adorant l'Enfant,peinture,,MJAP-P 1829,Musée Jacquemart-André Paris,"48.875438,2.31052",4e quart du 15e siècle - 4e quart du 15e siècle,1476§1500,Fin 15e siècle,,,Antonello da Saliba,,"Cima da Conegliano, Giovanni Battista",,,,,,,,,,,8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_004§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_005§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_006,8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_001§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_002§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_003,"Antonello da Saliba Vers 1466 - Vers 1535, attribué à, La Vierge adorant l'Enfant, peinture (4e quart du 15e siècle)",https://agorha.inha.fr/ark:/54721/8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc,8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc,Philomène Renard,03/05/2005,22/11/2023,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc,https://agorha.inha.fr/ark:/54721/fa5f4b44-b081-40ab-b713-fac43b521a5a/doc/6ebd8793-bfa0-4e52-a403-480807651815/original.jpg
L'Adoration des Mages,peinture,,INV 20186,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1495,1495§1495,,,,"Anonyme florentin§Fungai, Bernardino","Rosselli, Cosimo§Ghirlandaio, Davide",,"Matteo Gianeselli (2018) attribue ce tableau à l\'atelier de Cosimo Rosselli en collaboration avec l\'atelier de Davide Ghirlandaio. Selon ce chercheur, ""le cortège semble davantage devoir être attribué à Rosselli ..."".§Matteo Gianeselli (2018) attribue ce tableau à l'atelier de Cosimo Rosselli en collaboration avec l'atelier de Davide Ghirlandaio.",,,,,,,,,,f430dac2-1166-4098-ac48-8a367513ba2a_003§f430dac2-1166-4098-ac48-8a367513ba2a_004§f430dac2-1166-4098-ac48-8a367513ba2a_005§f430dac2-1166-4098-ac48-8a367513ba2a_006,f430dac2-1166-4098-ac48-8a367513ba2a_001§f430dac2-1166-4098-ac48-8a367513ba2a_002,"Rosselli, Cosimo 1439 - 1507, atelier de, L'Adoration des Mages, peinture (1495 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/f430dac2-1166-4098-ac48-8a367513ba2a§https://collections.louvre.fr/ark:/53355/cl010053938§https://www.pop.culture.gouv.fr/notice/joconde/000PE012749,f430dac2-1166-4098-ac48-8a367513ba2a,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/f430dac2-1166-4098-ac48-8a367513ba2a,https://agorha.inha.fr/ark:/54721/7d50a81b-986e-48cd-a5d4-b7bbf172ad05/doc/0b3bc975-ab5e-44d1-ad8d-a3e75fd9026e/original.jpg
Saint Jean-Baptiste avec le donateur Giulio Cesare da Varano,peinture,,INV 20183,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",3e quart du 15e siècle,1451§1475,,Marches,"43.5,13.25","Giovanni di Angelo d'Antonio"",§Girolamo di Giovanni",,,,,,,,,,,,,ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_005§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_006§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_007§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_008§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_009§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_010§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_011§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_012§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_013,ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_001§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_002§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_003§ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3_004,"Giovanni di Angelo d'Antonio , de, Saint Jean-Baptiste avec le donateur Giulio Cesare da Varano, peinture (3e quart du 15e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3§https://collections.louvre.fr/ark:/53355/cl010053609§https://www.pop.culture.gouv.fr/notice/joconde/000PE012567,ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3,RETIF - Philomène Renard (La fabrique matérielle du visuel),23/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/ce2a4ac6-cc95-4ac9-bf36-428a7504e3c3,https://agorha.inha.fr/ark:/54721/dd401633-eaf1-4945-8c92-eb0a03225e0e/doc/3dc927b0-1887-456e-a71f-77ade42a4a4d/original.jpg
L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,,MI 452,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1443,1443§1443,,,,Giacomo di Nicola da Recanati,,,,,,,,,,,,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_004§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_005§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_006§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_007§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_008§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_009§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_010§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_011§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_012§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_013,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_001§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_002§1ac38b95-de5d-45c8-adc9-f3e88e1572a0_003,"Giacomo di Nicola da Recanati Vers 1390 - Vers 1466, de, L'Intronisation de saint Flavien de Recanati, peinture (1443 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/1ac38b95-de5d-45c8-adc9-f3e88e1572a0§https://collections.louvre.fr/ark:/53355/cl010053583§https://www.pop.culture.gouv.fr/notice/joconde/000PE012553,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/1ac38b95-de5d-45c8-adc9-f3e88e1572a0,https://agorha.inha.fr/ark:/54721/be23406c-735f-4fbc-a27b-6ca25fa8b4ad/doc/5b898595-d6a3-4bc1-9e90-1872e90d8ea7/original.jpg
La Manne du tombeau de saint André,peinture§prédelle§élément,,Cl. 832 a,"Musée du Petit Palais Avignon§dépôt du musée de Cluny, musée national du Moyen Âge Paris au musée du Petit Palais Avignon","43.949317,4.805528",1490,1485§1495,,,,"Braccesco, Carlo",,,,,,,,,,,,,c4691cba-262c-4f45-8979-6e35d9752efd_004§c4691cba-262c-4f45-8979-6e35d9752efd_005§c4691cba-262c-4f45-8979-6e35d9752efd_006§c4691cba-262c-4f45-8979-6e35d9752efd_007§c4691cba-262c-4f45-8979-6e35d9752efd_008§c4691cba-262c-4f45-8979-6e35d9752efd_009§c4691cba-262c-4f45-8979-6e35d9752efd_010§c4691cba-262c-4f45-8979-6e35d9752efd_011§c4691cba-262c-4f45-8979-6e35d9752efd_012§c4691cba-262c-4f45-8979-6e35d9752efd_013§c4691cba-262c-4f45-8979-6e35d9752efd_014§c4691cba-262c-4f45-8979-6e35d9752efd_015§c4691cba-262c-4f45-8979-6e35d9752efd_016§c4691cba-262c-4f45-8979-6e35d9752efd_017§c4691cba-262c-4f45-8979-6e35d9752efd_018§c4691cba-262c-4f45-8979-6e35d9752efd_019,c4691cba-262c-4f45-8979-6e35d9752efd_001§c4691cba-262c-4f45-8979-6e35d9752efd_002§c4691cba-262c-4f45-8979-6e35d9752efd_003,"Braccesco, Carlo , de, La Manne du tombeau de saint André, peinture (Vers 1490 - )§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/c4691cba-262c-4f45-8979-6e35d9752efd§https://www.pop.culture.gouv.fr/notice/joconde/000PE012510,c4691cba-262c-4f45-8979-6e35d9752efd,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/c4691cba-262c-4f45-8979-6e35d9752efd,https://agorha.inha.fr/ark:/54721/e46ea0a0-162d-4ab3-9f7b-0ca850f13f96/doc/14ac6529-5aaa-47fa-9fa2-a76268e0ef74/original.jpg
Lucrèce et Collatin,peinture§coffre§élément,,MI 438,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",2e quart du 15e siècle - 3e quart du 15e siècle,1426§1475,,,,Anonyme siennois,,,,,,,,,,,,,f82fb7f2-6519-4efa-a803-02645469249b_004§f82fb7f2-6519-4efa-a803-02645469249b_005§f82fb7f2-6519-4efa-a803-02645469249b_006§f82fb7f2-6519-4efa-a803-02645469249b_007§f82fb7f2-6519-4efa-a803-02645469249b_008§f82fb7f2-6519-4efa-a803-02645469249b_009§f82fb7f2-6519-4efa-a803-02645469249b_010§f82fb7f2-6519-4efa-a803-02645469249b_011§f82fb7f2-6519-4efa-a803-02645469249b_012,f82fb7f2-6519-4efa-a803-02645469249b_001§f82fb7f2-6519-4efa-a803-02645469249b_002§f82fb7f2-6519-4efa-a803-02645469249b_003,"Anonyme siennois (peintre) - 15e siècle 15e siècle - , de, Lucrèce et Collatin, peinture (2e quart du 15e siècle - 3e quart du 15e siècle)§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/f82fb7f2-6519-4efa-a803-02645469249b§https://collections.louvre.fr/ark:/53355/cl010054073§https://www.pop.culture.gouv.fr/notice/joconde/000PE012780,f82fb7f2-6519-4efa-a803-02645469249b,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/f82fb7f2-6519-4efa-a803-02645469249b,https://agorha.inha.fr/ark:/54721/8a780036-8d0e-4b5e-8fed-ded853c26b65/doc/f8279b03-510b-4166-8d1a-309cb73f9ea6/original.jpg
